subject,singleFace,subjectFaceResponse
26,48,49.20417534
26,45,49.23097222
26,11,8.968667532
26,17,13.81294705
26,16,13.65067708
26,29,33.67198351
26,35,34.98630643
26,40,42.89755208
26,21,25.36473958
26,6,13.79763455
26,18,18.36501302
26,44,45.34521268
26,13,13.44055555
26,9,10.74534288
26,23,25.52169271
26,34,37.77722222
26,10,15.2721007
26,4,15.2721007
26,37,45.34946615
26,5,14.69639323
26,43,45.53725695
26,46,47.56956597
26,3,14.83463107
26,22,21.65230903
26,30,34.11753472
26,26,37.7491493
26,14,21.3953993
26,20,23.9678993
26,2,6.08375
26,24,29.67457031
26,1,13.36335503
26,25,34.1024349
26,8,25.65844184
26,32,43.16615885
26,7,21.92282986
26,36,48.98363281
26,50,49.82411893
26,15,17.22529514
26,28,33.8421224
26,49,45.96302951
26,47,49.77201389
26,33,39.06177083
26,27,33.71409288
26,12,15.91884115
26,38,39.04305555
26,42,42.33885851
26,31,36.57200087
26,41,42.8328993
26,39,43.32141059
27,19,9.438888886
27,48,42.21444445
27,45,42.21444445
27,11,1.217777781
27,17,17.17
27,16,17.17
27,29,33.55777778
27,35,41.72444445
27,40,41.72444445
27,21,17.55111111
27,6,1.544444447
27,18,9.166666667
27,44,41.56111111
27,13,17.27888889
27,9,9.166666667
27,23,9.11222222
27,34,33.83
27,10,8.894444447
27,4,1.108888886
27,37,41.72444445
27,5,9.547777781
27,43,42.26888889
27,46,42.10555555
27,3,9.33
27,22,33.50333333
27,30,41.61555555
27,26,25.60888889
27,14,9.275555553
27,20,9.275555553
27,2,1.108888886
27,24,25.71777778
27,1,9.438888886
27,25,25.5
27,8,9.11222222
27,32,33.72111111
27,7,17.33333333
27,36,41.72444445
27,50,49.72777778
27,15,10.09222222
27,28,17.66
27,49,41.77888889
27,47,49.89111111
27,33,42.10555555
27,27,33.55777778
27,12,9.003333333
27,38,33.17666667
27,42,41.50666667
27,31,33.72111111
27,41,49.45555555
27,39,49.45555555
28,19,17.5375
28,48,41.425
28,45,41.49305555
28,11,17.19722222
28,17,17.19722222
28,16,17.19722222
28,29,29.24305555
28,35,29.24305555
28,40,38.43055555
28,21,27.95
28,6,13.38611111
28,18,20.73611111
28,44,41.49305555
28,13,17.12916667
28,9,17.12916667
28,23,30.60416667
28,34,36.525
28,10,20.05555555
28,4,23.11805555
28,37,35.84444445
28,5,20.66805555
28,43,41.83333333
28,46,41.83333333
28,3,18.96666667
28,22,23.79861111
28,30,31.69305555
28,26,31.69305555
28,14,23.93472222
28,20,23.93472222
28,2,19.64722222
28,24,28.76666667
28,1,23.6625
28,25,31.0125
28,8,24.41111111
28,32,31.55694445
28,7,23.25416667
28,36,33.39444445
28,50,42.44583333
28,15,20.32777778
28,28,31.82916667
28,49,43.67083333
28,47,43.67083333
28,33,35.9125
28,27,35.9125
28,12,22.98194445
28,38,34.34722222
28,42,38.09027778
28,31,35.36805555
28,41,38.02222222
28,39,38.02222222
29,19,25.72685185
29,48,49.90925926
29,45,49.95462963
29,11,25.00092593
29,17,25.77222222
29,16,25.36388889
29,29,33.84814815
29,35,41.19814815
29,40,41.56111111
29,21,25.45462963
29,6,17.15185185
29,18,17.19722222
29,44,49.68240741
29,13,17.37870371
29,9,9.620370374
29,23,33.03148148
29,34,41.425
29,10,9.121296293
29,4,9.48425926
29,37,49.50092593
29,5,9.212037041
29,43,49.95462963
29,46,49.41018519
29,3,1
29,22,33.30370371
29,30,41.92407407
29,26,33.48518519
29,14,25.54537037
29,20,26.18055555
29,2,1.453703707
29,24,33.62129629
29,1,8.894444447
29,25,33.93888889
29,8,9.66574074
29,32,41.87870371
29,7,1
29,36,49.90925926
29,50,49.50092593
29,15,25.36388889
29,28,33.48518519
29,49,49.95462963
29,47,49.68240741
29,33,41.92407407
29,27,42.15092593
29,12,9.166666667
29,38,49.54629629
29,42,49.50092593
29,31,42.33240741
29,41,49.81851852
29,39,49.59166667
30,19,9.677083333
30,48,41.64192708
30,45,34.04947917
30,11,1.127604167
30,17,1.063802083
30,16,1.127604167
30,29,33.60286458
30,35,33.60286458
30,40,43.42838542
30,21,9.0390625
30,6,1.255208333
30,18,8.528645833
30,44,49.68098958
30,13,17.84375
30,9,17.33333333
30,23,24.92578125
30,34,33.41145833
30,10,8.209635417
30,4,1
30,37,49.6171875
30,5,9.99609375
30,43,49.93619792
30,46,49.93619792
30,3,1.255208333
30,22,25.05338542
30,30,32.90104167
30,26,32.90104167
30,14,17.4609375
30,20,33.02864583
30,2,8.84765625
30,24,31.88020833
30,1,1.063802083
30,25,33.47526042
30,8,1.3828125
30,32,33.28385417
30,7,8.84765625
30,36,49.80859375
30,50,49.80859375
30,15,16.75911458
30,28,33.15625
30,49,49.55338542
30,47,49.55338542
30,33,33.15625
30,27,33.15625
30,12,1.319010417
30,38,41.45052083
30,42,49.80859375
30,31,34.04947917
30,41,43.04557292
30,39,41.578125
31,19,25.69140625
31,48,49.48958333
31,45,46.49088542
31,11,17.33333333
31,17,8.84765625
31,16,8.84765625
31,29,38.8984375
31,35,44.2578125
31,40,44.2578125
31,21,12.03776042
31,6,4.891927083
31,18,8.84765625
31,44,49.80859375
31,13,9.677083333
31,9,9.677083333
31,23,20.07682292
31,34,44.51302083
31,10,5.59375
31,4,3.424479167
31,37,49.17057292
31,5,7.5078125
31,43,49.6171875
31,46,49.6171875
31,3,9.61328125
31,22,20.33203125
31,30,30.79557292
31,26,30.79557292
31,14,7.954427083
31,20,18.03515625
31,2,3.233072917
31,24,26.83984375
31,1,4.0625
31,25,36.66536458
31,8,6.104166667
31,32,46.171875
31,7,6.7421875
31,36,48.91536458
31,50,49.93619792
31,15,9.932291667
31,28,22.56510417
31,49,41.83333333
31,47,46.36328125
31,33,39.40885417
31,27,29.328125
31,12,10.44270833
31,38,14.33463542
31,42,36.66536458
31,31,33.15625
31,41,37.11197917
31,39,37.11197917
32,19,17.10648148
32,48,41.37962963
32,45,41.42500277
32,11,13.29536968
32,17,18.78518726
32,16,17.37870301
32,29,31.35277847
32,35,33.98426133
32,40,35.11852059
32,21,22.05185255
32,6,16.92499931
32,18,22.27870439
32,44,41.96944583
32,13,21.77963101
32,9,20.82685393
32,23,22.1425919
32,34,36.025928
32,10,19.19351783
32,4,17.74166736
32,37,38.47592523
32,5,12.20648356
32,43,37.79536968
32,46,42.01481897
32,3,18.55833541
32,22,22.82314745
32,30,30.85370509
32,26,28.2675919
32,14,18.46759259
32,20,20.82685393
32,2,15.88148287
32,24,20.87222361
32,1,16.56203842
32,25,26.04444652
32,8,21.28055764
32,32,34.34722222
32,7,19.23889097
32,36,37.79536968
32,50,44.73704119
32,15,20.78148079
32,28,35.93518519
32,49,42.92222638
32,47,41.56111526
32,33,35.75370301
32,27,29.94629768
32,12,14.56574143
32,38,38.52129838
32,42,40.29074351
32,31,34.43796504
32,41,36.25277985
32,39,36.57037106
33,19,25.58932292
33,48,41.8086632
33,45,41.8086632
33,11,9.21026476
33,17,10.02565538
33,16,9.122643229
33,29,25.37856337
33,35,33.52523872
33,40,41.57791232
33,21,25.65525174
33,6,9.055863718
33,18,25.40153212
33,44,41.97858941
33,13,9.207287324
33,9,9.243229167
33,23,25.30795573
33,34,41.83631076
33,10,9.140933157
33,4,9.140933157
33,37,33.58776476
33,5,9.081809896
33,43,41.84588107
33,46,49.74734375
33,3,6.91487847
33,22,25.39238716
33,30,28.83025607
33,26,27.34643229
33,14,15.84461805
33,20,25.51637587
33,2,8.151575521
33,24,25.35282986
33,1,7.952725697
33,25,25.32582031
33,8,6.586085072
33,32,33.56479601
33,7,7.201987845
33,36,36.05392795
33,50,49.58932726
33,15,7.754726563
33,28,25.90620659
33,49,49.86091146
33,47,49.85474393
33,33,38.26148003
33,27,31.04737847
33,12,7.997599824
33,38,33.22473091
33,42,45.51365018
33,31,25.94959201
33,41,47.47216146
33,39,46.98216146
34,19,1.255208333
34,48,49.68098958
34,45,49.93619792
34,11,1.319010417
34,17,17.33333333
34,16,17.33333333
34,29,41.9609375
34,35,49.55338542
34,40,49.93619792
34,21,1.255208333
34,6,4.0625
34,18,17.84375
34,44,49.87239583
34,13,7.635416667
34,9,7.763020833
34,23,28.69010417
34,34,41.83333333
34,10,10.31510417
34,4,10.31510417
34,37,49.80859375
34,5,11.78255208
34,43,49.68098958
34,46,49.68098958
34,3,11.3359375
34,22,25.05338542
34,30,32.19921875
34,26,31.625
34,14,16.3125
34,20,16.44010417
34,2,11.27213542
34,24,32.45442708
34,1,14.97265625
34,25,32.07161458
34,8,14.90885417
34,32,43.42838542
34,7,15.10026042
34,36,49.80859375
34,50,49.42578125
34,15,18.9921875
34,28,33.02864583
34,49,49.80859375
34,47,49.80859375
34,33,43.55598958
34,27,42.40755208
34,12,11.84635417
34,38,43.4921875
34,42,49.68098958
34,31,44.13020833
34,41,49.74479167
34,39,49.74479167
35,19,17.24464844
35,48,46.3709375
35,45,42.08131076
35,11,5.458276907
35,17,15.51901476
35,16,15.94989149
35,29,29.61161893
35,35,35.69599826
35,40,33.45271701
35,21,17.95072482
35,6,10.90846354
35,18,16.0256033
35,44,42.06706163
35,13,12.21108941
35,9,14.57921007
35,23,20.91518229
35,34,39.34122396
35,10,20.15040799
35,4,13.11601563
35,37,34.72407986
35,5,17.41138455
35,43,43.60745659
35,46,46.42325521
35,3,22.87560764
35,22,24.16589844
35,30,26.98828993
35,26,25.57230903
35,14,22.2110026
35,20,22.81605903
35,2,13.58262153
35,24,29.34790365
35,1,20.0914974
35,25,23.79138021
35,8,14.27232205
35,32,33.72345052
35,7,17.20105034
35,36,36.67621094
35,50,47.27671441
35,15,24.95023872
35,28,30.18796441
35,49,45.31394966
35,47,45.15572049
35,33,36.62070313
35,27,33.45356771
35,12,16.97455295
35,38,37.28637153
35,42,41.82142361
35,31,33.7542882
35,41,42.93987413
35,39,43.63382813
36,19,18.05925926
36,48,42.51388889
36,45,41.28888889
36,11,8.758333333
36,17,16.24444445
36,16,17.33333333
36,29,26.725
36,35,29.67407407
36,40,33.16759259
36,21,24.68333333
36,6,4.811111114
36,18,15.11018519
36,44,37.16018519
36,13,25.13703704
36,9,25.13703704
36,23,27.58703704
36,34,32.30555555
36,10,21.64351852
36,4,16.78888889
36,37,36.97870371
36,5,22.73240741
36,43,35.79907407
36,46,35.79907407
36,3,23.73055555
36,22,30.62685185
36,30,34.57407407
36,26,34.57407407
36,14,25.86296296
36,20,28.26759259
36,2,19.60185185
36,24,26.49814815
36,1,20.28240741
36,25,27.36018519
36,8,22.82314815
36,32,29.40185185
36,7,24.09351852
36,36,33.48518519
36,50,48.63888889
36,15,26.18055555
36,28,30.17314815
36,49,43.14907407
36,47,43.14907407
36,33,30.44537037
36,27,29.08425926
36,12,22.36944445
36,38,31.85185185
36,42,36.38888889
36,31,29.58333333
36,41,31.26203704
36,39,31.26203704
37,19,17.60555555
37,48,49.65972222
37,45,49.65972222
37,11,9.23472222
37,17,9.098611114
37,16,9.098611114
37,29,41.96944445
37,35,49.79583333
37,40,49.79583333
37,21,16.99305555
37,6,1.068055553
37,18,8.9625
37,44,49.93194445
37,13,9.098611114
37,9,9.098611114
37,23,41.62916667
37,34,49.93194445
37,10,9.030555553
37,4,1.068055553
37,37,49.52361111
37,5,5.831944447
37,43,48.02638889
37,46,48.02638889
37,3,3.654166667
37,22,13.79444445
37,30,37.20555555
37,26,40.54027778
37,14,6.376388886
37,20,12.36527778
37,2,2.361111114
37,24,35.64027778
37,1,2.565277781
37,25,37.47777778
37,8,13.99861111
37,32,45.57638889
37,7,7.465277781
37,36,45.03194445
37,50,48.23055555
37,15,13.59027778
37,28,36.72916667
37,49,45.98472222
37,47,45.98472222
37,33,43.2625
37,27,42.30972222
37,12,11.14027778
37,38,44.28333333
37,42,44.28333333
37,31,41.96944445
37,41,44.55555555
37,39,44.55555555
38,19,16.97276823
38,48,41.71625901
38,45,34.16292023
38,11,16.2526505
38,17,19.99274779
38,16,19.98354975
38,29,26.7295297
38,35,35.23083408
38,40,37.16397802
38,21,25.16587241
38,6,12.47037546
38,18,18.75373967
38,44,37.50107296
38,13,25.89815553
38,9,25.89815553
38,23,33.03296446
38,34,33.02377033
38,10,19.94061264
38,4,17.60052013
38,37,35.51914676
38,5,25.34531188
38,43,40.19807394
38,46,48.87058163
38,3,11.4064395
38,22,18.29468321
38,30,21.4900562
38,26,24.44560282
38,14,16.55127883
38,20,25.29702807
38,2,15.46838021
38,24,25.99155331
38,1,25.99155331
38,25,26.32273301
38,8,26.32273301
38,32,34.81639314
38,7,25.578818
38,36,33.55740015
38,50,47.87635326
38,15,25.63506929
38,28,33.80027954
38,49,49.40990082
38,47,43.26658654
38,33,28.03770606
38,27,31.69011831
38,12,18.0809439
38,38,32.98609813
38,42,40.82702136
38,31,40.82702136
38,41,49.09000254
38,39,41.04511436
39,19,25.44555555
39,48,49.78222222
39,45,49.34666667
39,11,10.14666667
39,17,9.60222222
39,16,9.493333333
39,29,25.39111111
39,35,26.75222222
39,40,31.97888889
39,21,9.057777781
39,6,1.217777781
39,18,3.667777781
39,44,41.77888889
39,13,1.054444447
39,9,1.054444447
39,23,25.28222222
39,34,33.06777778
39,10,5.028888886
39,4,5.028888886
39,37,41.94222222
39,5,1.054444447
39,43,49.94555555
39,46,49.89111111
39,3,1.326666667
39,22,25.22777778
39,30,33.61222222
39,26,33.61222222
39,14,9.003333333
39,20,9.003333333
39,2,1.435555553
39,24,25.39111111
39,1,1
39,25,25.28222222
39,8,1.707777781
39,32,37.47777778
39,7,5.41
39,36,41.67
39,50,49.67333333
39,15,9.33
39,28,25.71777778
39,49,49.72777778
39,47,49.72777778
39,33,27.78666667
39,27,25.44555555
39,12,9.493333333
39,38,33.83
39,42,33.39444445
39,31,25.71777778
39,41,39.76444445
39,39,40.69
40,19,1.09074074
40,48,49.77314815
40,45,49.77314815
40,11,9.212037041
40,17,9.212037041
40,16,9.212037041
40,29,16.925
40,35,41.83333333
40,40,49.04722222
40,21,17.37870371
40,6,8.35
40,18,8.35
40,44,49.95462963
40,13,16.97037037
40,9,17.01574074
40,23,9.438888886
40,34,41.74259259
40,10,17.56018519
40,4,17.56018519
40,37,17.56018519
40,5,18.01388889
40,43,49.27407407
40,46,49.36481481
40,3,16.87962963
40,22,25.72685185
40,30,32.98611111
40,26,26.18055555
40,14,17.01574074
40,20,10.43703704
40,2,17.83240741
40,24,17.83240741
40,1,15.56388889
40,25,26.90648148
40,8,25.63611111
40,32,33.93888889
40,7,14.02129629
40,36,48.68425926
40,50,49.54629629
40,15,17.15185185
40,28,27.58703704
40,49,49.81851852
40,47,49.86388889
40,33,34.98240741
40,27,28.90277778
40,12,16.24444445
40,38,43.37592593
40,42,49.81851852
40,31,28.76666667
40,41,40.10925926
40,39,41.15277778
41,19,9.109953707
41,48,49.43287037
41,45,47.05092593
41,11,17.90046296
41,17,13.13657407
41,16,14.27083333
41,29,23.68518519
41,35,28.5625
41,40,29.92361111
41,21,19.82870371
41,6,10.86805555
41,18,14.95138889
41,44,39.90509259
41,13,17.27662037
41,9,11.77546296
41,23,22.4375
41,34,28.16550926
41,10,11.60532407
41,4,8.826388886
41,37,30.20717593
41,5,11.03819445
41,43,41.77662037
41,46,45.57638889
41,3,10.1875
41,22,24.64930555
41,30,26.06712963
41,26,27.37152778
41,14,17.21990741
41,20,21.75694445
41,2,10.13078704
41,24,25.5
41,1,17.39004629
41,25,31.28472222
41,8,13.93055555
41,32,33.95023148
41,7,20.90625
41,36,36.67245371
41,50,49.94328704
41,15,17.10648148
41,28,13.87384259
41,49,40.13194445
41,47,41.71990741
41,33,33.49652778
41,27,21.53009259
41,12,13.19328704
41,38,38.37384259
41,42,38.99768519
41,31,32.07870371
41,41,34.6875
41,39,36.50231481
42,19,25.31851783
42,48,33.12222361
42,45,33.75740948
42,11,17.15185116
42,17,25.22777847
42,16,17.15185116
42,29,33.48518449
42,35,33.80277916
42,40,33.30370578
42,21,25.63611249
42,6,9.121296987
42,18,25.18240879
42,44,41.78796712
42,13,24.95555694
42,9,25.31851783
42,23,25.31851783
42,34,33.57592731
42,10,16.51666874
42,4,17.24259397
42,37,18.69444445
42,5,14.88333264
42,43,40.10925787
42,46,49.22870509
42,3,8.894445133
42,22,25.22777847
42,30,25.95370371
42,26,25.27314815
42,14,16.78889027
42,20,25.45463032
42,2,25.18240879
42,24,25.27314815
42,1,17.60555487
42,25,32.80462894
42,8,26.04444652
42,32,32.85000207
42,7,25.63611249
42,36,30.26388889
42,50,37.02407477
42,15,20.73611111
42,28,25.36389097
42,49,42.24167082
42,47,42.01481897
42,33,42.06018519
42,27,40.92592593
42,12,19.82870371
42,38,27.49629699
42,42,31.44351783
42,31,31.57963032
42,41,31.35277847
42,39,31.39814815
43,19,17.33333333
43,48,42.15092593
43,45,42.15092593
43,11,8.576851854
43,17,9.257407407
43,16,14.11203704
43,29,20.6
43,35,19.32962963
43,40,29.94629629
43,21,15.15555555
43,6,11.93425926
43,18,17.24259259
43,44,34.57407407
43,13,18.28611111
43,9,14.74722222
43,23,24.63796296
43,34,28.17685185
43,10,19.01203704
43,4,10.43703704
43,37,35.39074074
43,5,9.983333333
43,43,39.42870371
43,46,41.33425926
43,3,10.89074074
43,22,23.41296296
43,30,26.95185185
43,26,23.68518519
43,14,18.46759259
43,20,18.05925926
43,2,13.02314815
43,24,17.83240741
43,1,6.716666667
43,25,22.50555555
43,8,15.38240741
43,32,27.58703704
43,7,14.52037037
43,36,36.79722222
43,50,47.73148148
43,15,13.97592593
43,28,23.41296296
43,49,41.15277778
43,47,41.24351852
43,33,26.49814815
43,27,20.10092593
43,12,15.01944445
43,38,30.21851852
43,42,37.11481481
43,31,25.00092593
43,41,29.49259259
43,39,29.94629629
44,19,24.47916667
44,48,49.55338542
44,45,49.55338542
44,11,9.61328125
44,17,16.24869792
44,16,16.24869792
44,29,33.15625
44,35,40.62109375
44,40,49.36197917
44,21,17.4609375
44,6,9.8046875
44,18,9.8046875
44,44,48.21354167
44,13,9.99609375
44,9,9.99609375
44,23,9.99609375
44,34,49.93619792
44,10,17.4609375
44,4,10.76171875
44,37,41.578125
44,5,17.20572917
44,43,40.8125
44,46,40.8125
44,3,8.720052083
44,22,17.078125
44,30,34.3046875
44,26,27.73307292
44,14,17.84375
44,20,17.84375
44,2,17.84375
44,24,36.02734375
44,1,12.1015625
44,25,40.8125
44,8,11.01692708
44,32,41.76953125
44,7,9.740885417
44,36,40.68489583
44,50,48.27734375
44,15,8.592447917
44,28,40.62109375
44,49,45.85286458
44,47,45.85286458
44,33,45.85286458
44,27,37.3671875
44,12,16.18489583
44,38,34.75130208
44,42,34.75130208
44,31,34.75130208
44,41,34.75130208
44,39,34.75130208
45,19,25.1171875
45,48,49.04296875
45,45,49.55338542
45,11,18.03515625
45,17,17.77994792
45,16,17.77994792
45,29,29.13671875
45,35,28.69010417
45,40,28.69010417
45,21,25.5
45,6,20.39583333
45,18,19.7578125
45,44,43.875
45,13,25.43619792
45,9,25.43619792
45,23,25.43619792
45,34,29.64713542
45,10,18.29036458
45,4,15.1640625
45,37,30.92317708
45,5,18.80078125
45,43,39.47265625
45,46,43.81119792
45,3,16.12109375
45,22,22.69270833
45,30,26.32942708
45,26,27.60546875
45,14,24.54296875
45,20,24.3515625
45,2,19.43880208
45,24,26.83984375
45,1,15.546875
45,25,24.92578125
45,8,20.01302083
45,32,33.15625
45,7,22.24609375
45,36,37.87760417
45,50,49.17057292
45,15,25.75520833
45,28,31.30598958
45,49,47.76692708
45,47,48.59635417
45,33,41.70572917
45,27,41.25911458
45,12,25.56380208
45,38,38.64322917
45,42,47.703125
45,31,45.27864583
45,41,48.14973958
45,39,48.66015625
46,19,20.81304348
46,48,43.39565218
46,45,41.33623189
46,11,15.13188406
46,17,16.12608696
46,16,18.11449275
46,29,26.35217391
46,35,32.3884058
46,40,35.72608696
46,21,24.43478261
46,6,15.34492754
46,18,20.88405797
46,44,41.47826087
46,13,21.66521739
46,9,23.93768116
46,23,27.27536232
46,34,33.24057971
46,10,23.08550725
46,4,24.86086956
46,37,35.58405797
46,5,18.39855073
46,43,39.48985941
46,46,42.54347826
46,3,23.86666667
46,22,27.27536232
46,30,30.54203332
46,26,28.62463768
46,14,25.28695652
46,20,26.06811594
46,2,22.44637682
46,24,27.77246377
46,1,22.65942029
46,25,28.19855073
46,8,24.86086956
46,32,33.73768549
46,7,24.5768116
46,36,38.21159854
46,50,44.03478261
46,15,24.78985507
46,28,29.05072897
46,49,37.21739131
46,47,38.77971015
46,33,30.32898985
46,27,27.70144927
46,12,24.43478261
46,38,34.44782609
46,42,38.06956522
46,31,28.76666667
46,41,35.15797102
46,39,33.73768549
47,19,17.96851852
47,48,49.72777778
47,45,49.77314815
47,11,16.74351852
47,17,17.42407407
47,16,17.42407407
47,29,33.53055555
47,35,33.34907407
47,40,33.80277778
47,21,25.81759259
47,6,9.212037041
47,18,17.10648148
47,44,49.72777778
47,13,17.33333333
47,9,17.33333333
47,23,9.030555553
47,34,33.34907407
47,10,17.15185185
47,4,9.620370374
47,37,41.87870371
47,5,8.849074073
47,43,49.86388889
47,46,49.77314815
47,3,9.302777781
47,22,17.15185185
47,30,33.62129629
47,26,33.89351852
47,14,25.54537037
47,20,25.5
47,2,17.51481481
47,24,9.212037041
47,1,8.62222222
47,25,16.87962963
47,8,16.60740741
47,32,33.66666667
47,7,17.24259259
47,36,41.74259259
47,50,49.86388889
47,15,17.15185185
47,28,33.75740741
47,49,49.72777778
47,47,49.63703704
47,33,33.93888889
47,27,33.93888889
47,12,25.27314815
47,38,42.15092593
47,42,41.56111111
47,31,33.66666667
47,41,41.74259259
47,39,41.87870371
48,19,17.18977475
48,48,49.9842364
48,45,49.40345208
48,11,11.66486832
48,17,8.93493434
48,16,8.93493434
48,29,32.8054982
48,35,36.96915269
48,40,41.95196923
48,21,12.03156674
48,6,9.346273578
48,18,5.999941151
48,44,45.59854412
48,13,16.25660697
48,9,19.06164003
48,23,17.06167603
48,34,33.45304028
48,10,17.294746
48,4,17.294746
48,37,41.94594884
48,5,17.00075563
48,43,49.59342528
48,46,49.59342528
48,3,17.39045302
48,22,11.3188051
48,30,32.23747897
48,26,13.43472385
48,14,16.53407828
48,20,16.53407828
48,2,18.3952229
48,24,23.96918615
48,1,8.415216444
48,25,21.64405894
48,8,15.86420313
48,32,41.6184686
48,7,17.64587943
48,36,41.73611927
48,50,49.88965479
48,15,16.31253116
48,28,28.02355854
48,49,49.55618143
48,47,49.55618143
48,33,42.56619278
48,27,25.47256167
48,12,16.99720804
48,38,44.31099518
48,42,44.31099518
48,31,37.42992647
48,41,45.07994191
48,39,44.7029512
49,19,17.51481481
49,48,41.83333333
49,45,37.65925926
49,11,12.29722222
49,17,18.33148148
49,16,20.96296296
49,29,26.90648148
49,35,29.49259259
49,40,30.89907407
49,21,25.81759259
49,6,23.73055555
49,18,22.23333333
49,44,33.71203704
49,13,24.91018519
49,9,20.73611111
49,23,29.40185185
49,34,37.97685185
49,10,20.23703704
49,4,13.79444445
49,37,38.52129629
49,5,16.38055555
49,43,35.43611111
49,46,38.29444445
49,3,11.20833333
49,22,20.14629629
49,30,32.57777778
49,26,29.08425926
49,14,26.67962963
49,20,25.31851852
49,2,21.87037037
49,24,21.18981481
49,1,18.42222222
49,25,29.35648148
49,8,25.77222222
49,32,34.12037037
49,7,26.86111111
49,36,47.68611111
49,50,49.72777778
49,15,25.86296296
49,28,33.43981481
49,49,41.60648148
49,47,41.74259259
49,33,32.66851852
49,27,31.39814815
49,12,26.36203704
49,38,34.12037037
49,42,36.525
49,31,33.39444445
49,41,34.16574074
49,39,35.02777778
50,19,16.82
50,48,49.44
50,45,49.44
50,11,6.529999999
50,17,11.22
50,16,9.190000001
50,29,23.19
50,35,39.5
50,40,44.96
50,21,20.88
50,6,10.87
50,18,16.75
50,44,43.98
50,13,21.58
50,9,12.76
50,23,21.72
50,34,44.4
50,10,13.95
50,4,10.31
50,37,46.85
50,5,14.16
50,43,49.93
50,46,48.25
50,3,5.620000002
50,22,24.31
50,30,43
50,26,31.03
50,14,18.36
50,20,14.44
50,2,2.330000001
50,24,33.34
50,1,3.589999999
50,25,34.6
50,8,2.259999998
50,32,41.46
50,7,9.609999998
50,36,42.37
50,50,49.93
50,15,15.56
50,28,30.4
50,49,49.23
50,47,49.86
50,33,35.3
50,27,29.7
50,12,20.53
50,38,41.46
50,42,48.04
50,31,42.16
50,41,47.69
50,39,44.75
