isManSeparate,subjectSeparate,rating2,rating2_Person
1,1,1.95,5
1,1,2.966666667,2
1,1,2.966666667,9
1,1,2.966666667,4
1,1,2.966666667,8
1,1,2.966666667,10
1,1,2.966666667,6
1,1,2.966666667,3
1,1,2.966666667,7
1,1,2.966666667,1
1,1,2,5
1,1,2.005555556,2
1,1,2.016666667,9
1,1,2.033333333,4
1,1,2.038888889,8
1,1,2.038888889,10
1,1,2.044444444,6
1,1,2.044444444,3
1,1,2.044444444,7
1,1,2.044444444,1
0,2,2.6,5
0,2,3.977778117,2
0,2,5.027778117,9
0,2,3.55,4
0,2,5.627778117,8
0,2,6,10
0,2,6.172222392,6
0,2,3.738889058,3
0,2,2.261111196,7
0,2,3.955555725,1
0,2,3.288889058,5
0,2,4.616666667,2
0,2,5.372222392,9
0,2,5.994444784,4
0,2,4.577778117,8
0,2,6.455555725,10
0,2,6.972222392,6
0,2,3.722222392,3
0,2,3.205555725,7
0,2,4.55,1
0,3,4.006638903,5
0,3,4.006638903,2
0,3,4.006638903,9
0,3,4.006638903,4
0,3,4.006638903,8
0,3,4.006638903,10
0,3,4.006638903,6
0,3,4.006638903,3
0,3,4.006638903,7
0,3,4.006638903,1
0,3,4.006638903,5
0,3,3.993361097,2
0,3,3.993361097,9
0,3,3.993361097,4
0,3,3.993361097,8
0,3,3.993361097,10
0,3,3.993361097,6
0,3,3.993361097,3
0,3,3.993361097,7
0,3,3.993361097,1
1,4,3.366666667,5
1,4,2.533333333,2
1,4,6.394444444,9
1,4,4.05,4
1,4,5.238888889,8
1,4,3.311111111,10
1,4,5.805555556,6
1,4,6.122222222,3
1,4,4.355555556,7
1,4,4.938888889,1
1,4,4.333333333,5
1,4,3.444444444,2
1,4,4.716666667,9
1,4,3.988888889,4
1,4,5.494444444,8
1,4,3.477777778,10
1,4,4.327777778,6
1,4,6.188888889,3
1,4,2.816666667,7
1,4,3.283333333,1
1,5,2.997758789,5
1,5,6.984799805,2
1,5,3.020826009,9
1,5,4.00666626,4
1,5,3.019598389,8
1,5,5.004655762,10
1,5,2.999388021,6
1,5,4.994601644,3
1,5,3.013269043,7
1,5,5.993850098,1
1,5,3.494243978,5
1,5,6.018690592,2
1,5,3.004067383,9
1,5,5.505871582,4
1,5,4.49279541,8
1,5,4.528245443,10
1,5,2.530537313,6
1,5,5.00787679,3
1,5,1.009034831,7
1,5,5.503487142,1
1,6,4.5546875,5
1,6,4.15625,2
1,6,5.015625,9
1,6,3.6484375,4
1,6,4.6328125,8
1,6,5.0078125,10
1,6,5.0078125,6
1,6,5.0078125,3
1,6,4.0234375,7
1,6,4.6171875,1
1,6,3.984375,5
1,6,3.984375,2
1,6,4.6015625,9
1,6,4.4609375,4
1,6,4.015625,8
1,6,4.015625,10
1,6,4.4765625,6
1,6,4.25,3
1,6,3.984375,7
1,6,3.984375,1
0,7,4.005555556,5
0,7,4.011111111,2
0,7,4.055555556,9
0,7,4.427777778,4
0,7,3.994444444,8
0,7,3.994444444,10
0,7,3.994444444,6
0,7,3.994444444,3
0,7,3.994444444,7
0,7,3.994444444,1
0,7,4,5
0,7,4.977777778,2
0,7,3.994444444,9
0,7,4.022222222,4
0,7,3.966666667,8
0,7,3.988888889,10
0,7,3.988888889,6
0,7,3.988888889,3
0,7,3.988888889,7
0,7,3.988888889,1
0,8,4.985545335,5
0,8,5.963206307,2
0,8,6.720105125,9
0,8,4.126149803,4
0,8,6.073587385,8
0,8,6.893561104,10
0,8,4.946123522,6
0,8,2.982917214,3
0,8,5.056504599,7
0,8,6.002628121,1
0,8,2.967148489,5
0,8,4.906701708,2
0,8,6.049934297,9
0,8,3.952693824,4
0,8,6.94086728,8
0,8,5.947437582,10
0,8,3.952693824,6
0,8,4.930354796,3
0,8,5.939553219,7
0,8,2.990801577,1
0,9,4.811145511,5
0,9,3.448916409,2
0,9,5.653250774,9
0,9,4.835913313,4
0,9,5.504643963,8
0,9,5.919504644,10
0,9,6.513931889,6
0,9,5.764705882,3
0,9,2.513931889,7
0,9,3.808049536,1
0,9,4.018575851,5
0,9,3.300309598,2
0,9,4.817337461,9
0,9,3.659442724,4
0,9,5.176470588,8
0,9,5.845201238,10
0,9,6.210526316,6
0,9,3.294117647,3
0,9,1.770897833,7
0,9,2.92879257,1
0,10,5.219741481,5
0,10,6.982373678,2
0,10,4,9
0,10,5.790834313,4
0,10,4.084606345,8
0,10,4.705052879,10
0,10,2.737955347,6
0,10,6.509988249,3
0,10,5.938895417,7
0,10,6.608695652,1
0,10,5.854289072,5
0,10,6.989424207,2
0,10,5.015276146,9
0,10,6.876615746,4
0,10,4.324324324,8
0,10,4.528789659,10
0,10,5.903642773,6
0,10,6.947121034,3
0,10,3.280846063,7
0,10,6.665099882,1
0,11,5.03790919,5
0,11,5.946297963,2
0,11,4.977924347,9
0,11,4.005070368,4
0,11,4.955014547,8
0,11,4.021656036,10
0,11,4.021656036,6
0,11,5.043888092,3
0,11,4.960570017,7
0,11,4.975484848,1
0,11,4.949041367,5
0,11,5.938618978,2
0,11,5.085253398,9
0,11,4.992643356,4
0,11,4.013571421,8
0,11,4.995363235,10
0,11,3.083134333,6
0,11,2.934855143,3
0,11,3.972776095,7
0,11,4.90611585,1
0,12,4.046666667,5
0,12,5.926666667,2
0,12,5.033333333,9
0,12,3.053333333,4
0,12,2.106666667,8
0,12,2.106666667,10
0,12,1.766666667,6
0,12,3.973333333,3
0,12,3.973333333,7
0,12,5.026666667,1
0,12,5.946666667,5
0,12,5.946666667,2
0,12,4.34,9
0,12,4.866666667,4
0,12,3.566666667,8
0,12,3.18,10
0,12,4.38,6
0,12,5.5,3
0,12,2.573333333,7
0,12,5.153333333,1
1,13,4.583333333,5
1,13,4.561111111,2
1,13,5.527777778,9
1,13,5.511111111,4
1,13,5.483333333,8
1,13,5.483333333,10
1,13,5.483333333,6
1,13,5.483333333,3
1,13,5.477777778,7
1,13,4.883333333,1
1,13,2.583333333,5
1,13,5.4,2
1,13,5.4,9
1,13,5.394444444,4
1,13,5.394444444,8
1,13,5.394444444,10
1,13,5.394444444,6
1,13,2.716666667,3
1,13,2.716666667,7
1,13,2.561111111,1
0,14,4.355987055,5
0,14,4.563106796,2
0,14,5.514563107,9
0,14,2.925566343,4
0,14,3.773462783,8
0,14,5.28802589,10
0,14,4.763754045,6
0,14,3.954692557,3
0,14,3.954692557,7
0,14,3.954692557,1
0,14,5.501618123,5
0,14,2.368932039,2
0,14,3.462783172,9
0,14,4.67961165,4
0,14,2.957928803,8
0,14,5.372168285,10
0,14,5.637540453,6
0,14,5.928802589,3
0,14,1.954692557,7
0,14,2.103559871,1
0,15,5.014322917,5
0,15,2.004505208,2
0,15,5.990078125,9
0,15,5.990078125,4
0,15,2.985208333,8
0,15,4.003515625,10
0,15,6.019635417,6
0,15,5.006927083,3
0,15,1.992890625,7
0,15,6.020390625,1
0,15,3.027942708,5
0,15,3.972760417,2
0,15,3.00609375,9
0,15,6.049661458,4
0,15,5.009921875,8
0,15,6.000364583,10
0,15,6.904114583,6
0,15,6.904114583,3
0,15,3.008177083,7
0,15,6.991692708,1
0,16,4.506666667,5
0,16,4.473333333,2
0,16,5.333333333,9
0,16,4.42,4
0,16,6.1,8
0,16,5.48,10
0,16,5.453333333,6
0,16,5.453333333,3
0,16,5.453333333,7
0,16,4.993333333,1
0,16,5.013333333,5
0,16,4.706666667,2
0,16,5.54,9
0,16,4.46,4
0,16,5.686666667,8
0,16,5.96,10
0,16,5.18,6
0,16,5.466666667,3
0,16,5.533333333,7
0,16,5.886666667,1
0,17,3.05,5
0,17,2.405555556,2
0,17,4.55,9
0,17,5.177777778,4
0,17,5.011111111,8
0,17,5.566666667,10
0,17,4.805555556,6
0,17,3.861111111,3
0,17,3.388888889,7
0,17,4.2,1
0,17,4.504424779,5
0,17,5.241150442,2
0,17,5.705752212,9
0,17,4.517699115,4
0,17,4.889380531,8
0,17,3.960176991,10
0,17,4.530973451,6
0,17,2.865044248,3
0,17,3.030973451,7
0,17,3.42920354,1
1,18,2.994663821,5
1,18,4.326574173,2
1,18,4.966915688,9
1,18,3.980789755,4
1,18,5.44076841,8
1,18,5.63927428,10
1,18,5.22945571,6
1,18,5.050160085,3
1,18,3.353255069,7
1,18,3.353255069,1
1,18,5.472785486,5
1,18,5.696905016,2
1,18,1.803628602,9
1,18,4.006403415,4
1,18,6.132337247,8
1,18,4.947705443,10
1,18,6.580576307,6
1,18,5.498399146,3
1,18,4.864461046,7
1,18,3.679829242,1
0,19,3.988270529,5
0,19,5.039819562,2
0,19,4.040964276,9
0,19,4.040964276,4
0,19,4.040964276,8
0,19,4.040964276,10
0,19,4.040964276,6
0,19,4.940805491,3
0,19,5.081431055,7
0,19,4.011343511,1
0,19,2.950252116,5
0,19,5.727068274,2
0,19,5.835218433,9
0,19,5.835218433,4
0,19,5.835218433,8
0,19,3.976652783,10
0,19,4.917618527,6
0,19,4.917618527,3
0,19,4.078540679,7
0,19,4.078540679,1
1,20,4.01111145,5
1,20,4.01111145,2
1,20,4.01111145,9
1,20,4.01111145,4
1,20,4.01111145,8
1,20,3.377778117,10
1,20,3.96111145,6
1,20,3.96111145,3
1,20,3.96111145,7
1,20,4.85,1
1,20,4.127778117,5
1,20,4.127778117,2
1,20,4.61111145,9
1,20,3.838889058,4
1,20,3.2,8
1,20,2.911111196,10
1,20,3.422222392,6
1,20,3.794444784,3
1,20,5.672222392,7
1,20,5.366666667,1
0,21,3,5
0,21,4.9765625,2
0,21,3.9765625,9
0,21,4.984375,4
0,21,4.0078125,8
0,21,4.59375,10
0,21,4.59375,6
0,21,4.9921875,3
0,21,4.9765625,7
0,21,3.96875,1
0,21,4.9921875,5
0,21,4.9921875,2
0,21,4.9609375,9
0,21,5.0234375,4
0,21,4.40625,8
0,21,4.359375,10
0,21,4.6484375,6
0,21,5.203125,3
0,21,3.7109375,7
0,21,5.6328125,1
0,22,3.9453125,5
0,22,4.03125,2
0,22,3.984375,9
0,22,3.953125,4
0,22,4.953125,8
0,22,4.0546875,10
0,22,3.96875,6
0,22,3.984375,3
0,22,2.9921875,7
0,22,3.9375,1
0,22,3.9765625,5
0,22,4.859375,2
0,22,3.9921875,9
0,22,4.0546875,4
0,22,4.75,8
0,22,4.015625,10
0,22,4.8984375,6
0,22,3.9296875,3
0,22,2.9609375,7
0,22,4.1171875,1
1,23,3.84375,5
1,23,4.859375,2
1,23,4.1953125,9
1,23,4.390625,4
1,23,3.2890625,8
1,23,3.234375,10
1,23,3.4609375,6
1,23,4.1953125,3
1,23,3.8828125,7
1,23,3.34375,1
1,23,4.6640625,5
1,23,6.109375,2
1,23,6.0703125,9
1,23,4.703125,4
1,23,4.7890625,8
1,23,4.1484375,10
1,23,4.203125,6
1,23,3.140625,3
1,23,1.484375,7
1,23,5.0859375,1
0,24,3.980295567,5
0,24,4.985221675,2
0,24,4.985221675,9
0,24,4.985221675,4
0,24,4.985221675,8
0,24,3.954023389,10
0,24,4.019704433,6
0,24,3.973727823,3
0,24,2.995073892,7
0,24,4.01313669,1
0,24,4.998358365,5
0,24,4.985221675,2
0,24,5.97044335,9
0,24,4.985221675,4
0,24,5.004926108,8
0,24,5.412151468,10
0,24,3.960591133,6
0,24,5.694581281,3
0,24,2.660098522,7
0,24,5.162561576,1
0,25,5.001953125,5
0,25,5.001953125,2
0,25,5.998046875,9
0,25,4.99609375,4
0,25,6.044921875,8
0,25,6.033203125,10
0,25,6.033203125,6
0,25,3.982421875,3
0,25,4.990234375,7
0,25,4.005859375,1
0,25,2.9921875,5
0,25,3.98828125,2
0,25,5.013671875,9
0,25,3.935546875,4
0,25,4.984375,8
0,25,4.9375,10
0,25,4.984375,6
0,25,3.953125,3
0,25,6.05078125,7
0,25,4.978515625,1
1,26,4.922222137,5
1,26,4.922222137,2
1,26,3.022222307,9
1,26,4.983333588,4
1,26,4.983333588,8
1,26,4.016666836,10
1,26,3.022222307,6
1,26,2.994444529,3
1,26,2.994444529,7
1,26,3.944444444,1
1,26,3.722222222,5
1,26,4.177778032,2
1,26,4.488889058,9
1,26,4.772222307,4
1,26,4.744444529,8
1,26,4.061111026,10
1,26,4.294444614,6
1,26,3.300000085,3
1,26,2.183333291,7
1,26,4.983333588,1
1,27,4.994444444,5
1,27,4.977777778,2
1,27,5.988888889,9
1,27,4.005555556,4
1,27,4.988888889,8
1,27,4.011111111,10
1,27,4.966666667,6
1,27,2.955555556,3
1,27,5.038888889,7
1,27,3.033333333,1
1,27,4.988888889,5
1,27,6.983333333,2
1,27,5.011111111,9
1,27,5.988888889,4
1,27,4.988888889,8
1,27,5.994444444,10
1,27,3.983333333,6
1,27,3.994444444,3
1,27,4.966666667,7
1,27,5,1
0,28,3.991666667,5
0,28,3.991666667,2
0,28,3.991666667,9
0,28,3.991666667,4
0,28,3.991666667,8
0,28,3.991666667,10
0,28,3.991666667,6
0,28,3.991666667,3
0,28,3.991666667,7
0,28,3.991666667,1
0,28,4.983333333,5
0,28,3.016666667,2
0,28,6.025,9
0,28,2.966666667,4
0,28,6,8
0,28,6,10
0,28,6,6
0,28,3,3
0,28,3,7
0,28,6.983333333,1
1,29,4.328125,5
1,29,5.0234375,2
1,29,5.046875,9
1,29,4.65625,4
1,29,5.359375,8
1,29,5.515625,10
1,29,4.421875,6
1,29,5.046875,3
1,29,4.0390625,7
1,29,4.171875,1
1,29,4.84375,5
1,29,5.625,2
1,29,4.671875,9
1,29,5.078125,4
1,29,4.40625,8
1,29,5.6328125,10
1,29,4.4609375,6
1,29,4.96875,3
1,29,3.8359375,7
1,29,5.3203125,1
1,30,4.975,5
1,30,4.065,2
1,30,4.975,9
1,30,4.065,4
1,30,4.1,8
1,30,5.015,10
1,30,4.97,6
1,30,4.05,3
1,30,4.98,7
1,30,4.98,1
1,30,4.035,5
1,30,5,2
1,30,5,9
1,30,4.99,4
1,30,4.98,8
1,30,4.005,10
1,30,4.035,6
1,30,5.04,3
1,30,5.045,7
1,30,4.995,1
1,31,3.994444444,5
1,31,3.994444444,2
1,31,4.972222222,9
1,31,4.972222222,4
1,31,4.972222222,8
1,31,3.983333333,10
1,31,4.955555556,6
1,31,4.022222222,3
1,31,3.994444444,7
1,31,3.994444444,1
1,31,4.861111111,5
1,31,6.461111111,2
1,31,5.955555556,9
1,31,5.538888889,4
1,31,4.077777778,8
1,31,5.044444444,10
1,31,5.627777778,6
1,31,5.738888889,3
1,31,6.133333333,7
1,31,5.716666667,1
1,32,4.016666667,5
1,32,4.029166667,2
1,32,4.029166667,9
1,32,4.016666667,4
1,32,4.008333333,8
1,32,4.004166667,10
1,32,4.004166667,6
1,32,4.004166667,3
1,32,4.004166667,7
1,32,4.004166667,1
1,32,4.004166667,5
1,32,4.004166667,2
1,32,4.004166667,9
1,32,4.004166667,4
1,32,4.004166667,8
1,32,4.004166667,10
1,32,4.004166667,6
1,32,4.004166667,3
1,32,4.004166667,7
1,32,4.004166667,1
1,33,4.005555556,5
1,33,3.972222222,2
1,33,3.972222222,9
1,33,3.977777778,4
1,33,3.983333333,8
1,33,4.388888889,10
1,33,3.75,6
1,33,4.205555556,3
1,33,4.477777778,7
1,33,4.777777778,1
1,33,4.6,5
1,33,6,2
1,33,5.061111111,9
1,33,4.838888889,4
1,33,6.111111111,8
1,33,6.433333333,10
1,33,5.294444444,6
1,33,3.877777778,3
1,33,3.116666667,7
1,33,5.9,1
1,34,4.961111281,5
1,34,4.805555556,2
1,34,5.283333249,9
1,34,3.900000254,4
1,34,3.900000254,8
1,34,4.366666582,10
1,34,4.366666582,6
1,34,3.322222392,3
1,34,3.322222392,7
1,34,3.083333333,1
1,34,5.055555556,5
1,34,5.022222307,2
1,34,5.449999915,9
1,34,2.416666667,4
1,34,2.938888974,8
1,34,3.505555471,10
1,34,4.35000017,6
1,34,4.744444529,3
1,34,2.916666667,7
1,34,4.25,1
0,35,3.061111026,5
0,35,3.061111026,2
0,35,5.60000017,9
0,35,4.783333249,4
0,35,5.89999983,8
0,35,4.505555471,10
0,35,3.872222477,6
0,35,3.988889058,3
0,35,2.216666751,7
0,35,2.216666751,1
0,35,4.983333588,5
0,35,4.60555564,2
0,35,5.611111111,9
0,35,4.727777693,4
0,35,4.977777693,8
0,35,3.95555581,10
0,35,3.272222307,6
0,35,3.005555471,3
0,35,3.005555471,7
0,35,5.877777947,1
0,36,4.033333333,5
0,36,4.011111111,2
0,36,4.011111111,9
0,36,4.011111111,4
0,36,4.011111111,8
0,36,4.011111111,10
0,36,4.011111111,6
0,36,4.011111111,3
0,36,4.011111111,7
0,36,4.011111111,1
0,36,4.094444444,5
0,36,3.983333333,2
0,36,3.983333333,9
0,36,3.983333333,4
0,36,3.983333333,8
0,36,3.983333333,10
0,36,3.983333333,6
0,36,3.983333333,3
0,36,3.983333333,7
0,36,3.983333333,1
1,37,3.976380208,5
1,37,3.987447917,2
1,37,3.070182292,9
1,37,3.979322917,4
1,37,5.06375,8
1,37,5.959479167,10
1,37,6.983541667,6
1,37,4.033229167,3
1,37,4.978671875,7
1,37,3.96640625,1
1,37,4.916458333,5
1,37,5.992317708,2
1,37,4.056510417,9
1,37,4.054973958,4
1,37,4.851848958,8
1,37,3.040677083,10
1,37,4.083932292,6
1,37,4.966979167,3
1,37,2.074713542,7
1,37,5.852630208,1
1,38,3.716666751,5
1,38,5.038889143,2
1,38,5.10000017,9
1,38,4.233333588,4
1,38,5.516666836,8
1,38,4.655555725,10
1,38,3.877777947,6
1,38,3.222222222,3
1,38,5.127777947,7
1,38,4.216666751,1
1,38,3.638888889,5
1,38,4.738889058,2
1,38,3.288889143,9
1,38,2.461111281,4
1,38,3.338888804,8
1,38,3.816666921,10
1,38,3.938888974,6
1,38,4.461111281,3
1,38,3,7
1,38,2.966666751,1
1,39,4.949286938,5
1,39,6.036908627,2
1,39,6.036908627,9
1,39,5.110390663,4
1,39,5.113768578,8
1,39,4.036261559,10
1,39,3.949170113,6
1,39,5.013348579,3
1,39,5.000962734,7
1,39,5.914035797,1
1,39,3.628364086,5
1,39,5.030527592,2
1,39,4.338385582,9
1,39,4.98306036,4
1,39,4.349671364,8
1,39,4.983856678,10
1,39,3.440569401,6
1,39,4.284980297,3
1,39,4.980597973,7
1,39,5.420888424,1
0,40,3.629791667,5
0,40,3.895833333,2
0,40,4.385026042,9
0,40,4.171666667,4
0,40,4.533125,8
0,40,3.776223958,10
0,40,4.167604167,6
0,40,3.357526042,3
0,40,3.197786458,7
0,40,3.777916667,1
0,40,4.056354167,5
0,40,4.267604167,2
0,40,5.113723958,9
0,40,3.455364583,4
0,40,5.112682292,8
0,40,3.281354167,10
0,40,2.858125,6
0,40,3.568255208,3
0,40,2.907083333,7
0,40,2.907083333,1
1,41,3.977778117,5
1,41,3.977778117,2
1,41,5.005555725,9
1,41,5.005555725,4
1,41,3.95,8
1,41,2.966666667,10
1,41,4.022222392,6
1,41,4.022222392,3
1,41,2.972222392,7
1,41,4.95,1
1,41,4.655555725,5
1,41,3.872222392,2
1,41,5.644444784,9
1,41,3.966666667,4
1,41,4.472222392,8
1,41,3.722222392,10
1,41,4.694444784,6
1,41,2.955555725,3
1,41,2.833333333,7
1,41,3.36111145,1
0,42,3.961111111,5
0,42,3.188888889,2
0,42,4.905555556,9
0,42,5.833333333,4
0,42,5.705555556,8
0,42,4.166666667,10
0,42,4.8,6
0,42,3.994444444,3
0,42,3.861111111,7
0,42,4.555555556,1
0,42,3.466666667,5
0,42,4.1,2
0,42,4.494444444,9
0,42,5.805555556,4
0,42,3.605555556,8
0,42,3.416666667,10
0,42,4.466666667,6
0,42,4.005555556,3
0,42,4.266666667,7
0,42,3.683333333,1
1,43,4.0078125,5
1,43,4.9921875,2
1,43,3.9921875,9
1,43,3.9921875,4
1,43,3.9921875,8
1,43,3.9921875,10
1,43,3.9921875,6
1,43,3.984375,3
1,43,3.9921875,7
1,43,5,1
1,43,4,5
1,43,4.9765625,2
1,43,4.96875,9
1,43,3,4
1,43,3.9921875,8
1,43,3.0234375,10
1,43,4,6
1,43,4,3
1,43,4.9609375,7
1,43,4,1
1,44,2.011111111,5
1,44,2.655555556,2
1,44,3.005555556,9
1,44,3.983333333,4
1,44,3.377777778,8
1,44,3.994444444,10
1,44,2.994444444,6
1,44,1.994444444,3
1,44,2.55,7
1,44,3.011111111,1
1,44,3.466666667,5
1,44,4.566666667,2
1,44,2.988888889,9
1,44,5.011111111,4
1,44,3,8
1,44,2.372222222,10
1,44,2.961111111,6
1,44,4,3
1,44,2.538888889,7
1,44,3.538888889,1
0,45,3.99094223,5
0,45,4.96849472,2
0,45,4.96849472,9
0,45,3.096233978,4
0,45,5.989667511,8
0,45,5.00958725,10
0,45,4.981814728,6
0,45,3.968103485,3
0,45,3.997645264,7
0,45,4.982379608,1
0,45,6.892002563,5
0,45,6.994216614,2
0,45,3.924951477,9
0,45,4.993449249,4
0,45,4.034227448,8
0,45,4.034227448,10
0,45,3.990951843,6
0,45,5.980119934,3
0,45,3.975176849,7
0,45,5.961673431,1
